[{type:"tou",code:"500",name:"侍君",detail:"据说此乃魏征之物。",myclass:"broke",imgPath:"goodsImg/tou/500.png"},
{type:"tou",code:"546",name:"血海·信仰者",detail:"愿圣教军的双腿能被具有不可思议之力的板甲包裹。因为他们的步伐终将带领他们走向萨卡兰姆信仰的拯救之地。也因此，阿卡拉特的教义将被净化。",myclass:"pink",imgPath:"goodsImg/tou/546.png"},
{type:"tou",code:"547",name:"释尊·骷髅腿",detail:"这件防护性的盔甲上用充满艺术感的手法镶嵌了来自许多不同生物的白骨，是拉斯玛亲自设计的。",myclass:"pink",imgPath:"goodsImg/tou/547.png"},
{type:"tou",code:"548",name:"★业障之蕾蔻守护:",detail:":这件可怕的腿甲曾属于强大的乔瑞茨。在其英年早逝之后，妻子蕾蔻终其一生都穿着亡夫的牛皮马裤冲锋陷阵。",myclass:"red",imgPath:"goodsImg/tou/548.png"},
{type:"tou",code:"549",name:"★威仪之不朽之王",detail:"为纪念沃鲁斯克加冕为不朽之王而打造，他是自布尔凯索统一野蛮人部族之后史上首位也是唯一一位获此殊荣的野蛮人君王。",myclass:"red",imgPath:"goodsImg/tou/549.png"},
{type:"tou",code:"550",name:"★魔魂之狱火战衣",detail:"侠影如萍踪，剑舞虬雷动。",myclass:"red",imgPath:"goodsImg/tou/150.png"},
{type:"tou",code:"551",name:"★澄心之妖法魅惑",detail:"这件裤子做工精美，曾是声名狼藉（但衣着酷帅有型）的附魔师杨先生当年在游历威斯特玛时所穿之物。缺乏耐心且行事冲动的杨先生总是一头栽进险境，这显然不是法师应有的生存之道。然而，聪明过人的杨先生设计了这件裤子，把自己的缺点转化成了优势。",myclass:"red",imgPath:"goodsImg/tou/551.png"},
{type:"tou",code:"552",name:"★御剑之死神赌注",detail:"据传，这件恶毒的马裤是某人在一场赌局中从马萨伊尔本尊那里赢来的。尽管这裤子能让人在战斗中占尽先机，但它会不停地汲取周围人的生命力，当初出老千的那家伙在其一家人都死后才发现了这个可怕的真相。由此可见，死亡天使是个输不起的狠角色。",myclass:"red",imgPath:"goodsImg/tou/552.png"},
{type:"tou",code:"553",name:"★★冥*大地之重（旷世神器）",detail:"人人都误以为大地静止不动、亘古不易，他们却不知道大地之下奔腾的洪流，不明白它的重量，也不了解它的力量。",myclass:"purple",imgPath:"goodsImg/tou/553.png"},
{type:"tou",code:"554",name:"★★齐天大圣之腿（旷世神器）",detail:"在关于孙武空数不尽的传说故事中，其中一则是他登上了果子山的第一高峰：神木峰，并在山上插了旗，宣称自己是“齐天大圣”",myclass:"purple",imgPath:"goodsImg/tou/554.png"},
{type:"tou",code:"555",name:"★★★至尊*天狱炼魂凝血腿（旷世圣器）",detail:"当大陆沉沦在一片混沌的时候，天地初开，远古的伟大神灵创造了天地山河，以神力创造出一套混沌神器，名为天狱，喻示并象征着天狱的和平与正义，并留下了预言，当大陆上有人集齐六件天狱铠甲的时候，圣光将重临大地。",myclass:"purple",imgPath:"goodsImg/tou/555.png"}]
